Variable,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim,hsim
Experiment,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp45,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85,rcp85
Zone,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q20,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a,Q4a
Code,CCCma-CanESM2_r1i1p1_SMHI-RCA4_v1,CCCma-CanESM2_r1i1p1_UQAM-CRCM5_v1,CNRM-CERFACS-CNRM-CM5_r1i1p1_CLMcom-CCLM4-8-17_v1,CNRM-CERFACS-CNRM-CM5_r1i1p1_SMHI-RCA4_v1,CSIRO-QCCCE-CSIRO-Mk3-6-0_r1i1p1_SMHI-RCA4_v1,ICHEC-EC-EARTH_r12i1p1_CLMcom-CCLM4-8-17_v1,ICHEC-EC-EARTH_r12i1p1_MPI-CSC-REMO2009_v1,ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1,ICHEC-EC-EARTH_r1i1p1_KNMI-RACMO22T_v1,ICHEC-EC-EARTH_r3i1p1_DMI-HIRHAM5_v2,IPSL-IPSL-CM5A-MR_r1i1p1_SMHI-RCA4_v1,MIROC-MIROC5_r1i1p1_SMHI-RCA4_v1,MOHC-HadGEM2-ES_r1i1p1_KNMI-RACMO22T_v2,MOHC-HadGEM2-ES_r1i1p1_SMHI-RCA4_v1,MPI-M-MPI-ESM-LR_r1i1p1_CLMcom-CCLM4-8-17_v1,MPI-M-MPI-ESM-LR_r1i1p1_MPI-CSC-REMO2009_v1,MPI-M-MPI-ESM-LR_r1i1p1_SMHI-RCA4_v1,MPI-M-MPI-ESM-LR_r1i1p1_UQAM-CRCM5_v1,NCC-NorESM1-M_r1i1p1_DMI-HIRHAM5_v1,NCC-NorESM1-M_r1i1p1_SMHI-RCA4_v1,NOAA-GFDL-GFDL-ESM2M_r1i1p1_SMHI-RCA4_v1,CCCma-CanESM2_r1i1p1_SMHI-RCA4_v1,CCCma-CanESM2_r1i1p1_UQAM-CRCM5_v1,CNRM-CERFACS-CNRM-CM5_r1i1p1_CLMcom-CCLM4-8-17_v1,CNRM-CERFACS-CNRM-CM5_r1i1p1_SMHI-RCA4_v1,CSIRO-QCCCE-CSIRO-Mk3-6-0_r1i1p1_SMHI-RCA4_v1,ICHEC-EC-EARTH_r12i1p1_CLMcom-CCLM4-8-17_v1,ICHEC-EC-EARTH_r12i1p1_MPI-CSC-REMO2009_v1,ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1,ICHEC-EC-EARTH_r1i1p1_KNMI-RACMO22T_v1,ICHEC-EC-EARTH_r3i1p1_DMI-HIRHAM5_v2,IPSL-IPSL-CM5A-MR_r1i1p1_SMHI-RCA4_v1,MIROC-MIROC5_r1i1p1_SMHI-RCA4_v1,MOHC-HadGEM2-ES_r1i1p1_KNMI-RACMO22T_v2,MOHC-HadGEM2-ES_r1i1p1_SMHI-RCA4_v1,MPI-M-MPI-ESM-LR_r1i1p1_CLMcom-CCLM4-8-17_v1,MPI-M-MPI-ESM-LR_r1i1p1_MPI-CSC-REMO2009_v1,MPI-M-MPI-ESM-LR_r1i1p1_SMHI-RCA4_v1,MPI-M-MPI-ESM-LR_r1i1p1_UQAM-CRCM5_v1,NCC-NorESM1-M_r1i1p1_DMI-HIRHAM5_v1,NCC-NorESM1-M_r1i1p1_SMHI-RCA4_v1,NOAA-GFDL-GFDL-ESM2M_r1i1p1_SMHI-RCA4_v1,CCCma-CanESM2_r1i1p1_SMHI-RCA4_v1,CNRM-CERFACS-CNRM-CM5_r1i1p1_CLMcom-CCLM4-8-17_v1,CNRM-CERFACS-CNRM-CM5_r1i1p1_SMHI-RCA4_v1,CSIRO-QCCCE-CSIRO-Mk3-6-0_r1i1p1_SMHI-RCA4_v1,ICHEC-EC-EARTH_r12i1p1_CLMcom-CCLM4-8-17_v1,ICHEC-EC-EARTH_r12i1p1_MPI-CSC-REMO2009_v1,ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1,ICHEC-EC-EARTH_r1i1p1_KNMI-RACMO22T_v1,ICHEC-EC-EARTH_r3i1p1_DMI-HIRHAM5_v2,IPSL-IPSL-CM5A-MR_r1i1p1_SMHI-RCA4_v1,MIROC-MIROC5_r1i1p1_SMHI-RCA4_v1,MOHC-HadGEM2-ES_r1i1p1_KNMI-RACMO22T_v2,MOHC-HadGEM2-ES_r1i1p1_SMHI-RCA4_v1,MPI-M-MPI-ESM-LR_r1i1p1_CLMcom-CCLM4-8-17_v1,MPI-M-MPI-ESM-LR_r1i1p1_MPI-CSC-REMO2009_v1,MPI-M-MPI-ESM-LR_r1i1p1_SMHI-RCA4_v1,NCC-NorESM1-M_r1i1p1_DMI-HIRHAM5_v1,NCC-NorESM1-M_r1i1p1_SMHI-RCA4_v1,NOAA-GFDL-GFDL-ESM2M_r1i1p1_SMHI-RCA4_v1,CCCma-CanESM2_r1i1p1_SMHI-RCA4_v1,CNRM-CERFACS-CNRM-CM5_r1i1p1_CLMcom-CCLM4-8-17_v1,CNRM-CERFACS-CNRM-CM5_r1i1p1_SMHI-RCA4_v1,CSIRO-QCCCE-CSIRO-Mk3-6-0_r1i1p1_SMHI-RCA4_v1,ICHEC-EC-EARTH_r12i1p1_CLMcom-CCLM4-8-17_v1,ICHEC-EC-EARTH_r12i1p1_MPI-CSC-REMO2009_v1,ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1,ICHEC-EC-EARTH_r1i1p1_KNMI-RACMO22T_v1,ICHEC-EC-EARTH_r3i1p1_DMI-HIRHAM5_v2,IPSL-IPSL-CM5A-MR_r1i1p1_SMHI-RCA4_v1,MIROC-MIROC5_r1i1p1_SMHI-RCA4_v1,MOHC-HadGEM2-ES_r1i1p1_KNMI-RACMO22T_v2,MOHC-HadGEM2-ES_r1i1p1_SMHI-RCA4_v1,MPI-M-MPI-ESM-LR_r1i1p1_CLMcom-CCLM4-8-17_v1,MPI-M-MPI-ESM-LR_r1i1p1_MPI-CSC-REMO2009_v1,MPI-M-MPI-ESM-LR_r1i1p1_SMHI-RCA4_v1,NCC-NorESM1-M_r1i1p1_DMI-HIRHAM5_v1,NCC-NorESM1-M_r1i1p1_SMHI-RCA4_v1,NOAA-GFDL-GFDL-ESM2M_r1i1p1_SMHI-RCA4_v1
1960-09-01,0,0,0.530233192536069,0.3346118118444909,0,0,0,0,0,0,0.4911412758414605,0,0,0,0,0,0,0,0,0,0,0,0,14.401712001205409,1.1917671825858154,0,0,0,0,0,0,0,2.758246748656083,0,0,0,0,0,0,0,1.2166246866300185,1.0633364011770772,0,0.5848067158854005,0.36302435096115004,0,0,0,0,0,0,0.5147650754520422,0,0,0,0,0,0,0,0,0,0,13.09443476236538,0.6758345934363061,0,0,0,0,0,0,0,2.4496246270515245,0,0,0,0,0,0,0.4561026827164141,0.42104954287910085
1960-10-01,0,0,0.30887682523498,0.1989178718661151,0,0,0,0,0,0,0,0,0,0,0,0.14538612800984937,0.9482067385207041,0,0,0.9300645772021497,0,0,4.119300483104685,10.875481831794733,0,1.859993987520524,0,0,0,0,0,0,5.567257887832609,0,0.17850647264954556,7.1480711941442445,7.928823267962473,8.466985510480374,10.001609143765513,12.787378462674804,11.935668713447601,2.4249505848652997,0,0.3630353518254393,0.20232691400584116,0,0,0,0,0,0,0,0,0,0,0,0.09068069683071002,0.8402594705508214,0,0.9484290434035133,0,0.1286927125712534,11.237389853626992,0,0.5866582824003728,0,0,0,0,0,0,5.225791038611031,0,0.8378642439783136,6.573383422858546,7.667609126057508,7.666627864762714,12.10621555512265,12.099501748453738,2.367397474728764
1960-11-01,0,0,0,0,0.2568422462100659,0,0,0,0,0,0.4511142703236343,0,0.4156162910547008,0.7434519285608917,0.09046053680431086,0,0.03794788702604302,0,0.0034857427494432614,0.15998836624439125,0,0,1.0803405936826516,0,0,15.74043883717483,1.6767423787664306,4.675164918279892,5.088602958493272,0,0,21.837461266147432,7.491222546268656,7.047945555764903,5.950578928377114,4.187046793298534,7.875865541091831,5.952040673107656,2.5297181354792255,3.2763283084382415,21.971044511046397,1.0618714283616077,0,0,0,0.1873497322124888,0,0,0,0,0,0.4488730870925321,0,0.39579053616105286,0.887313174470807,0,0,0.13270776202883694,0.14521799581900893,0.18728708133136496,0,0,0,0,11.766096856606632,1.962617063378566,5.143441008823235,5.617779326865987,0,0,21.174138271680285,6.205233797145033,6.565748212389355,6.08791620014154,3.7708702258169877,7.51597194353482,5.747845510807424,2.9979391253368806,22.583645421717247,0.3815772907527474
1960-12-01,0,0,0,0,0,0.002216726791717747,0,0,0,3.264385707185496,0.016385658501902156,0.6055783249512826,1.6126588839531204,0.6559876224259337,0,0.2649440484635873,0.03274970231899628,0,0.29076139291762654,0.07713401504176895,0.21312108706378136,3.905426517661099,0.03841261202114123,0,0,5.763757503165807,2.492414571283373,0.5079946982960509,1.5269977481560315,0,50.37568342699439,18.77247569128982,57.64277944906951,36.5758196069204,27.878476930069937,5.090516968719484,27.43129096358016,6.523284580362865,17.66971288030787,9.103733651789351,24.737402004667125,19.327267392600138,0,0,0,0,0,0.12949945290231382,0,0,3.264907975425989,0.009337672921932738,0.6927501746298775,1.7660131967180015,0.6876995738178342,0,0.15192438432653219,0.032096785335356495,0.3958980477374508,0.08820769509951316,0.2632021994636769,4.343587252099763,0,0,4.071186837388427,3.323126754824269,0.4442404414587801,2.9006528192812624,0,52.52749214005637,13.375815640640873,46.464800203883655,36.81128395521266,28.329154186122018,4.4956133789711705,28.702675609007446,6.002801108144419,10.941063480360096,25.695946964683927,23.303142778357625
1961-01-01,0,0,0.7303249040726552,0.36203926550486226,0,0.7668789395246286,1.072214696331815,0.14786305304128292,0,0.41569960642421544,1.0020987195573596,0.5698786717213298,0.2124760854201922,0.10264242463340781,0.6463146402381608,1.0215031929032532,0.7375335486988999,0.6424554827548034,1.7199487117912289,1.0545022051611102,1.2766983500207174,0,0,16.99189754783537,17.32746320862111,5.991301980105088,30.478122869497412,19.85493849208986,34.052687487682604,2.368581619324152,8.676728789387917,23.03960317770497,12.972770149230655,12.214903815154003,30.66195511918275,29.58277306203741,50.68868130806429,54.59861829378744,32.812635684510575,43.291247118271954,37.96297631178918,10.264868189237902,0,0.7143569304231076,0.3923509057446973,0,0.8588759535491814,1.1189226128365157,0.36789280023482174,0,0.4132291589528641,0.925115604728805,0.6605497571703982,0.2338939362408748,0.1307268525194452,0.6169485933636893,0.9545110214915349,0.6763109068264971,1.7454286608867169,1.0969601537167724,1.1306361471055775,0,14.515231632735642,21.92487466744856,5.095697820347255,35.649790778259835,27.327216137373465,41.30535688220219,2.22588286908025,9.252946384071873,19.646118537576232,9.699574473260736,12.039320038837705,29.869530800471104,31.901170248547075,46.99960545459956,47.188385166472784,47.72963689509733,42.28814970301828,11.46567679235968
1961-02-01,0.6380159878392582,0,0.03485248232399169,0.008809005884894623,0,0.09105016402150866,0.09408017877343976,0.013948829690481794,0,0.544345913445789,0.2581118717180598,0.08096776807073068,0.23433322908876067,0.09726226077598212,0.6931683091017155,0.9241855805478532,0.12915404374815234,0.5329604752174807,0.3083306094558751,0.1664809891622751,0.13010548831573088,23.7728552189858,10.422685439049886,1.262187338380547,1.5175246865675245,0.7210323353100505,7.214171177256621,2.7177055303603006,7.914154353940576,7.5509460838541225,8.539124387101936,25.474137254304708,5.482829362836678,2.681358871430309,6.479157812966417,27.214644167645304,51.96274130175074,59.68069034112478,40.49243199054443,22.14430087913512,34.55083652583334,7.763998056972351,0.9055204945630424,0.03519229133241385,0.010793105862210411,0,0.10305386840322311,0.12362027300952262,0.02985757111822243,0,0.5315897078988181,0.15367382637283972,0.09554347613593195,0.2604605539540143,0.12387459927589489,0.5698077851546365,0.7918063458545663,0.12851909463160313,0.3596986450359107,0.19013847451665208,0.11532024741755341,27.712363966759582,0.6685091753105598,2.4557657980185024,0.03759999448474242,9.22860695503936,4.369384460426743,13.342527441208933,7.455980159292393,8.763306016614422,22.482887359042053,3.6796116219740176,3.0616941459030533,6.966935970200709,28.523050034545946,50.356763716358415,56.52143468045723,25.588926726968367,36.99031758551156,8.542783623066478
1961-03-01,0.03702622891583281,0,0.03302563473722807,0.008347268009439811,0,0.08627762670635095,0.08914881847729704,0.013217679879649186,0,1.2656449416405584,0.15695267693887516,0.07672371537082218,0.2220502849334561,0.09216410665513593,0.320569009785376,0.977819794635197,0.6810225388940029,0.6607477704469572,0.3696118332158368,0.15775462670505172,0.557953959179888,13.473354638652836,4.360690252688433,6.167680621405636,31.497791013131398,0.05334917126948456,1.9814253032584055,1.0327281015369143,2.41153907778107,5.358201233200387,39.81248994170717,4.827523889127235,1.9430434188604893,2.030411838684957,2.315287930410977,32.79800091757073,54.869667857714106,63.80498996961402,47.99115999171639,11.664593795901936,9.862783345398071,5.2285958430335535,0.06313779087261524,0.03334763212290193,0.010227368270988958,0,0.097652138074549,0.1171405222898143,0.028292539645373795,0,1.2355877724855002,0.12645764916370333,0.09053541481084858,0.2468081050404842,0.11738151764558877,0.18740192379969917,0.864647474081783,0.603525101704481,0.4481608454874342,0.18017206781733497,0.5260170388027424,17.81326941785563,6.440132838436522,31.890064234199933,0.01139995807825832,2.606593182395309,1.6603660949621626,3.9646069012496366,5.722212988688981,38.509544321431626,3.9511603833367723,1.2190485039273917,2.1657973815101856,2.269115725094429,36.4788771665778,54.084433297516,63.04116423396579,12.56847435901004,9.760878524854155,5.675929080129501
