,Projections hist.,Projections,Corrected,Historical
1950-01-01,10.031077011574329,10.031077011574329,,5.796534639449434
1950-02-01,9.218041738385738,9.218041738385738,,8.019657710402925
1950-03-01,10.490751163388964,10.490751163388964,,4.243817462305404
1950-04-01,11.54061217675057,11.54061217675057,,9.829757586639708
1950-05-01,19.34239230309299,19.34239230309299,,15.13535553273741
1950-06-01,19.7301034153932,19.7301034153932,,14.526941792492286
1950-07-01,24.26417144128168,24.26417144128168,,14.642894535151244
1950-08-01,22.12701611464417,22.12701611464417,,18.154577180549218
1950-09-01,20.729014491138216,20.729014491138216,,12.915395884535142
1950-10-01,14.07337524175668,14.07337524175668,,10.39725204728064
1950-11-01,8.900525606461665,8.900525606461665,,10.051870242994013
1950-12-01,8.952116646201247,8.952116646201247,,1.5121893726443867
1951-01-01,7.277976129380482,7.277976129380482,,4.396601322693495
1951-02-01,5.441741841464961,5.441741841464961,,1.893749227799121
1951-03-01,10.76469010402853,10.76469010402853,,6.637500575773967
1951-04-01,14.496660630755573,14.496660630755573,,11.506619189175822
1951-05-01,20.595031701602835,20.595031701602835,,10.831134016773312
1951-06-01,22.05141713640171,22.05141713640171,,16.199266244075893
1951-07-01,22.373208241677048,22.373208241677048,,15.39228605560037
1951-08-01,21.258152568705025,21.258152568705025,,11.034723726557392
1951-09-01,17.059544132613727,17.059544132613727,,13.133417187383408
1951-10-01,18.177949715517194,18.177949715517194,,11.663642718950369
1951-11-01,11.55795708999305,11.55795708999305,,6.214447102287296
1951-12-01,11.960593146300747,11.960593146300747,,6.9542937941127425
1952-01-01,9.218924323646371,9.218924323646371,,4.819589153636131
1952-02-01,12.525491765336428,12.525491765336428,,4.986490474308306
1952-03-01,11.606855994790973,11.606855994790973,,6.913117596586901
1952-04-01,15.463624550099437,15.463624550099437,,9.228286473129955
1952-05-01,17.48424891182949,17.48424891182949,,12.030960035240941
1952-06-01,22.153059630621257,22.153059630621257,,15.843956606531059
1952-07-01,19.82902432538957,19.82902432538957,,15.250612198933744
1952-08-01,23.22568003473692,23.22568003473692,,16.02391524410259
1952-09-01,17.787849946701055,17.787849946701055,,14.427078275156441
1952-10-01,13.114798425865647,13.114798425865647,,10.105634703549466
